Participant_#,Age,Bio_sex,Gender,Gender_Update,Gender_Update_6_TEXT,Ethnicity_Eng,Ethnicity,Residence,Country_abortion_policy,Country_genderequalGII,Education,Sexuality,Sexuality_5_TEXT,Relationship_status,Relationship_status_7_TEXT,Relationship_status.0,Children,Children_number,Political_view_2,centercountrypolitics,countrypolitics_2,US_politicalparty,US_politicalparty_5_TEXT,UK_politicalparty,UK_politicalparty_5_TEXT,Mexico_polilticalpar,Mexico_poliparty_English,Mexico_polilticalpar_5_TEXT,India_politicalparty,India_politicalparty_5_TEXT,Religious,Religious_2_English,Religious_2_TEXT,Religious1,Spiritual,Angela_single,Angela_committed,Angela_married,Risky_preg,fetal_abnormality,career,rel_dissolution,no_rel,sheYES_heNO,sheNO_heYES,sheYES_heYES,GRAS_1,GRAS_2,GRAS_3,GRAS_4,GRAS_5,GRAS_6,GRAS_7,GRAS_8,GRAS_9,GRAS_10,GRAS_11,GRAS_12,GRAS_13,GRAS_14,GRAS_15,GRAS_16,GRAS_17,GRAS_18,GRAS_19,GRAS_20,Pronat1,Pronat2,Pronat3,Pronat4,Importance,Pronatal_mean,SOI_1,SOI_2,SOI_3,SOI_attitudes_1,SOI_attitudes_2,SOI_attitudes_3,SOI_thoughts_1,SOI_thoughts_2,SOI_thoughts_3,BAN,BG1,BG2,BG3,BG4,BG5,Abort,Abort_When_Eng,Abort_when,region,Angela1R,Angela2R,Angela3R,Angela4R,Angela5R,Angela6R,Angela7R,Angela8R,Angela9R,Angela10R,Angela11R,Abortion_attitude_SUM,GRAS1R,GRAS2R,GRAS3R,GRAS4R,GRAS5R,GRAS6R,GRAS7R,GRAS_MEAN,SOI_behavior_MEAN,SOI_attitudes1R,SOI_attitudes2R,SOI_attitude_MEAN,SOI_desire_MEAN,SOI,BG_MEAN,Gender_dummy,Religious_dummy
P762,67.0,5.0,,1.0,,White,White,4.0,6.0,0.204,7.0,1.0,,9.0,,0,1.0,2,0.5,0.0,2.0,2.0,,,,,,,,,2.0,,,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,2.6,1.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.35,1.3333333333333333,3.0,1.0,2.0,1.0,1.4444444444444444,4.2,0.0,1.0
P771,52.0,5.0,,1.0,,Multiracial,Multiracial,4.0,6.0,0.204,4.0,2.0,,3.0,,16 years,2.0,,0.5,4.0,2.0,1.0,,,,,,,,,2.0,Evangelical,Born again Christian,4.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.4,3.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.65,1.6666666666666667,2.0,2.0,2.0,2.0,1.8888888888888888,3.0,0.0,1.0
P784,49.0,5.0,,1.0,,Latines,Hispanic,4.0,6.0,0.204,7.0,1.0,,7.0,Single not dating,No relationship in four years,1.0,2,0.0,0.0,0.0,2.0,,,,,,,,,2.0,Catholic,Catholic,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.2,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,7.0,4.0,4.0,4.0,2.0,4.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,2.0,3.6,0.0,1.0
P790,53.0,5.0,,1.0,,White,European,4.0,6.0,0.204,7.0,1.0,,6.0,,5 years,1.0,3,0.7,4.0,3.0,1.0,,,,,,,,,2.0,Catholic,Catholic,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,7.0,5.0,3.0,3.0,3.0,3.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.65,2.6666666666666665,3.0,1.0,2.0,1.0,1.8888888888888888,3.4,0.0,1.0
P791,66.0,5.0,,1.0,,White,Caucsian,4.0,6.0,0.204,8.0,1.0,,1.0,,,2.0,,0.7,4.0,3.0,1.0,,,,,,,,,2.0,Episcopalian,Episcopalian,2.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,7.0,5.0,3.0,1.0,3.0,3.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.6,1.0,4.0,3.0,3.3333333333333335,2.0,2.111111111111111,3.0,0.0,1.0
P801,31.0,5.0,,1.0,,White,Caucasian,4.0,6.0,0.204,7.0,1.0,,6.0,,12,1.0,2,0.5,0.0,2.0,5.0,Independent,,,,,,,,2.0,Muslim,Muslim,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,7.0,5.0,5.0,5.0,5.0,5.0,1.0,2011,2011,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,3.6,3.3333333333333335,4.0,4.0,4.0,1.0,2.7777777777777777,5.0,0.0,1.0
P802,65.0,5.0,,1.0,,White,Caucasian,4.0,6.0,0.204,7.0,1.0,,6.0,,25,1.0,3,0.5,0.0,2.0,2.0,,,,,,,,,2.0,Methodist,Methodist,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0,3.0,2.4,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,7.0,4.0,4.0,4.0,2.0,4.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.85,2.3333333333333335,4.0,4.0,4.0,2.3333333333333335,2.888888888888889,3.6,0.0,1.0
P803,64.0,5.0,,1.0,,White,Caucasian,4.0,6.0,0.204,4.0,1.0,,6.0,,50 years,1.0,2,0.7,4.0,3.0,1.0,,,,,,,,,2.0,Methodist,Methodist,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.4,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,7.0,5.0,4.0,4.0,4.0,3.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.85,2.3333333333333335,4.0,4.0,3.6666666666666665,1.0,2.3333333333333335,4.0,0.0,1.0
P806,47.0,5.0,,1.0,,White,Caucasian,4.0,6.0,0.204,4.0,1.0,,6.0,,11 years,1.0,5,0.0,4.0,0.0,1.0,,,,,,,,,2.0,Catholic,Catholic,3.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,7.0,4.0,2.0,2.0,4.0,4.0,1.0,2010,2010,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.9,1.3333333333333333,4.0,2.0,3.3333333333333335,2.0,2.2222222222222223,3.2,0.0,1.0
P815,67.0,5.0,,1.0,,White,caucasian,4.0,6.0,0.204,8.0,1.0,,6.0,,23 years,1.0,1,0.8,4.0,4.0,1.0,,,,,,,,,2.0,Congregational UCC,Congregational UCC,4.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,2.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,3.2,2.0,2.0,2.0,3.0,4.0,1.0,4.0,1.0,1.0,6.0,5.0,3.0,3.0,3.0,3.0,1.0,24 years ago,24 years ago,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,4.25,2.0,3.0,2.0,2.0,2.0,2.0,3.4,0.0,1.0
P823,31.0,5.0,,1.0,,Black,Black,4.0,6.0,0.204,3.0,1.0,,1.0,,,2.0,,0.6,0.0,3.0,2.0,,,,,,,,,2.0,Christian,Christian,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.8,5.0,5.0,5.0,1.0,4.0,3.0,1.0,2.0,1.0,7.0,4.0,4.0,4.0,4.0,4.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.75,5.0,5.0,2.0,3.3333333333333335,1.3333333333333333,3.2222222222222223,4.0,0.0,1.0
P828,22.0,5.0,,1.0,,Black,Black,4.0,6.0,0.204,8.0,3.0,,3.0,,2 years,2.0,,0.8,1.0,4.0,3.0,,,,,,,,,2.0,Christian,Christianity,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,3.2,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,7.0,5.0,5.0,5.0,5.0,5.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.65,2.3333333333333335,3.0,2.0,2.6666666666666665,2.0,2.3333333333333335,5.0,0.0,1.0
P829,28.0,5.0,,1.0,,Black,Black,4.0,6.0,0.204,8.0,1.0,,6.0,,2 years,1.0,1,0.4,4.0,1.0,1.0,,,,,,,,,2.0,Christian,Christian,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,7.0,5.0,5.0,4.0,4.0,4.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,2.25,3.0,4.0,4.0,4.333333333333333,1.3333333333333333,2.888888888888889,4.4,0.0,1.0
P832,42.0,5.0,,1.0,,Black,Black,4.0,6.0,0.204,4.0,1.0,,1.0,,,1.0,1,1.0,4.0,4.0,1.0,,,,,,,,,2.0,Christian,Christian,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,5.0,4.0,2.0,5.0,3.0,2.0,5.0,1.0,2.0,5.0,3.0,2.0,4.0,3.0,4.0,3.2,1.0,4.0,5.0,1.0,1.0,4.0,3.0,3.0,3.0,7.0,5.0,5.0,5.0,5.0,5.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.9,3.3333333333333335,5.0,5.0,4.666666666666667,3.0,3.6666666666666665,5.0,0.0,1.0
P834,41.0,5.0,,1.0,,Black,Black,4.0,6.0,0.204,5.0,1.0,,1.0,,,1.0,2,0.1,4.0,0.0,1.0,,,,,,,,,2.0,Baptist,Baptist,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,3.0,1.0,5.0,4.0,4.0,4.0,4.0,1.0,3.4,1.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,7.0,5.0,5.0,5.0,5.0,5.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.9,1.6666666666666667,5.0,1.0,2.3333333333333335,1.0,1.6666666666666667,5.0,0.0,1.0
P850,65.0,5.0,,1.0,,Black,African American,4.0,6.0,0.204,6.0,1.0,,9.0,,24 years,1.0,1,0.5,4.0,2.0,1.0,,,,,,,,,2.0,,,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,2.0,2.0,3.0,2.2,2.0,2.0,1.0,3.0,5.0,1.0,2.0,1.0,1.0,7.0,5.0,5.0,5.0,5.0,5.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.65,1.6666666666666667,3.0,1.0,1.6666666666666667,1.3333333333333333,1.5555555555555556,5.0,0.0,1.0
P680,51.0,5.0,,1.0,,White,White,4.0,6.0,0.204,8.0,1.0,,1.0,,,1.0,2,0.8,4.0,4.0,1.0,,,,,,,,,2.0,Christian,"Raised Catholic, consider myself Christian",3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,5.0,5.0,2.0,3.0,4.0,3.0,2.0,2.0,7.0,5.0,4.0,3.0,2.0,4.0,1.0,1988,1988,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,3.9,3.6666666666666665,4.0,3.0,3.6666666666666665,2.3333333333333335,3.2222222222222223,3.6,0.0,1.0
P783,55.0,5.0,,1.0,,Latines,Hispanic,4.0,6.0,0.204,8.0,1.0,,6.0,,33 years,2.0,,0.8,4.0,4.0,1.0,,,,,,,,,2.0,Protestant,Protestant,2.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,2.0,2.0,5.0,3.0,2.0,2.0,7.0,3.0,3.0,2.0,3.0,3.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.85,4.0,4.0,4.0,4.333333333333333,2.3333333333333335,3.5555555555555554,2.8,0.0,1.0
P826,67.0,5.0,,1.0,,Black,Black,4.0,6.0,0.204,4.0,1.0,,6.0,,33 years,1.0,2,0.5,0.0,2.0,5.0,N/A,,,,,,,,2.0,Church of Christ,Church ofChrist,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.2,1.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,3.5,1.3333333333333333,3.0,2.0,2.6666666666666665,1.0,1.6666666666666667,5.0,0.0,1.0
P831,34.0,5.0,,1.0,,Black,Black,4.0,6.0,0.204,8.0,1.0,,6.0,,12 years,1.0,2,0.6,4.0,3.0,1.0,,,,,,,,,2.0,Christian,Christian,3.0,2.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.2,2.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.85,1.6666666666666667,1.0,1.0,1.0,1.0,1.2222222222222223,3.6,0.0,1.0
P637,35.0,5.0,,1.0,,White,White/Caucasian,4.0,6.0,0.204,8.0,1.0,,3.0,,7 months,1.0,1,0.3,0.0,1.0,2.0,,,,,,,,,2.0,Mormon,Mormon,4.0,4.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2017,2017,US,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.45,3.0,3.0,3.0,3.0,1.6666666666666667,2.5555555555555554,3.0,0.0,1.0
P687,26.0,5.0,,1.0,,White,White,4.0,6.0,0.204,7.0,3.0,,6.0,,8 Years,1.0,2,0.5,0.0,2.0,2.0,,,,,,,,,2.0,Christian,Christian,3.0,4.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.4,1.0,2.0,5.0,3.0,1.0,4.0,2.0,1.0,1.0,6.0,4.0,4.0,4.0,4.0,3.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,9.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,3.75,2.6666666666666665,3.0,5.0,4.0,1.3333333333333333,2.6666666666666665,3.8,0.0,1.0
P686,49.0,5.0,,1.0,,White,White,4.0,6.0,0.204,7.0,1.0,,9.0,,Not in a relationship,1.0,2,0.5,0.0,2.0,2.0,,,,,,,,,2.0,Christian,Christian,3.0,3.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.8,1.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.05,2.0,3.0,2.0,2.3333333333333335,2.0,2.111111111111111,3.8,0.0,1.0
P766,46.0,5.0,,1.0,,Latines,Spanish,4.0,6.0,0.204,4.0,1.0,,6.0,,13 years,1.0,2,0.5,4.0,2.0,1.0,,,,,,,,,2.0,Catholic,Catholic,4.0,3.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,7.0,5.0,5.0,5.0,5.0,5.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.25,2.0,5.0,5.0,3.6666666666666665,3.3333333333333335,3.0,5.0,0.0,1.0
P794,63.0,5.0,,1.0,,White,caucasin,4.0,6.0,0.204,7.0,1.0,,6.0,,38 years,1.0,1,0.2,0.0,0.0,5.0,unbiased,,,,,,,,2.0,Protestant,prodestent,3.0,3.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.8,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,4.0,5.0,4.0,5.0,2.0,,,US,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.95,2.0,4.0,4.0,3.6666666666666665,1.0,2.2222222222222223,4.6,0.0,1.0
P656,31.0,5.0,,1.0,,White,White,4.0,6.0,0.204,6.0,2.0,,3.0,,4 years,1.0,1,0.9,4.0,4.0,1.0,,,,,,,,,2.0,Christian,Christian,3.0,3.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.95,3.3333333333333335,2.0,2.0,2.0,3.3333333333333335,2.888888888888889,4.2,0.0,1.0
P821,44.0,5.0,Fe,1.0,,Black,Black,4.0,6.0,0.204,5.0,1.0,,6.0,,13,1.0,1,0.7,0.0,3.0,2.0,,,,,,,,,2.0,Baptist,Baptist,2.0,2.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.8,1.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,,,US,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.1,1.0,2.0,1.0,1.6666666666666667,1.0,1.2222222222222223,2.8,0.0,1.0
P836,65.0,5.0,,1.0,,Black,Black,4.0,6.0,0.204,4.0,1.0,,9.0,,0,1.0,2,0.5,4.0,2.0,1.0,,,,,,,,,2.0,,,2.0,2.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.8,1.0,1.0,1.0,5.0,1.0,1.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,2.0,,,US,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.6,1.0,1.0,5.0,2.3333333333333335,2.6666666666666665,2.0,2.6,0.0,1.0
P671,44.0,5.0,,1.0,,White,White,4.0,6.0,0.204,7.0,1.0,,6.0,,26 years,1.0,3,0.5,0.0,2.0,2.0,,,,,,,,,2.0,Protestant,Protestant,3.0,2.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,4.0,5.0,2.0,,,US,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,3.55,2.0,3.0,1.0,2.0,1.0,1.6666666666666667,4.8,0.0,1.0
