Participant_#,Age,Bio_sex,Gender,Gender_Update,Gender_Update_6_TEXT,Ethnicity_Eng,Ethnicity,Residence,Country_abortion_policy,Country_genderequalGII,Education,Sexuality,Sexuality_5_TEXT,Relationship_status,Relationship_status_7_TEXT,Relationship_status.0,Children,Children_number,Political_view_2,centercountrypolitics,countrypolitics_2,US_politicalparty,US_politicalparty_5_TEXT,UK_politicalparty,UK_politicalparty_5_TEXT,Mexico_polilticalpar,Mexico_poliparty_English,Mexico_polilticalpar_5_TEXT,India_politicalparty,India_politicalparty_5_TEXT,Religious,Religious_2_English,Religious_2_TEXT,Religious1,Spiritual,Angela_single,Angela_committed,Angela_married,Risky_preg,fetal_abnormality,career,rel_dissolution,no_rel,sheYES_heNO,sheNO_heYES,sheYES_heYES,GRAS_1,GRAS_2,GRAS_3,GRAS_4,GRAS_5,GRAS_6,GRAS_7,GRAS_8,GRAS_9,GRAS_10,GRAS_11,GRAS_12,GRAS_13,GRAS_14,GRAS_15,GRAS_16,GRAS_17,GRAS_18,GRAS_19,GRAS_20,Pronat1,Pronat2,Pronat3,Pronat4,Importance,Pronatal_mean,SOI_1,SOI_2,SOI_3,SOI_attitudes_1,SOI_attitudes_2,SOI_attitudes_3,SOI_thoughts_1,SOI_thoughts_2,SOI_thoughts_3,BAN,BG1,BG2,BG3,BG4,BG5,Abort,Abort_When_Eng,Abort_when,region,Angela1R,Angela2R,Angela3R,Angela4R,Angela5R,Angela6R,Angela7R,Angela8R,Angela9R,Angela10R,Angela11R,Abortion_attitude_SUM,GRAS1R,GRAS2R,GRAS3R,GRAS4R,GRAS5R,GRAS6R,GRAS7R,GRAS_MEAN,SOI_behavior_MEAN,SOI_attitudes1R,SOI_attitudes2R,SOI_attitude_MEAN,SOI_desire_MEAN,SOI,BG_MEAN,Gender_dummy,Religious_dummy
P100,59.0,4.0,,2.0,,Latines,Latino,1.0,2.0,0.322,8.0,1.0,,6.0,,18,1.0,1,0.5,0.0,2.0,,,,,5.0,None,NInguno,,,2.0,Catholic,Catolico,3.0,1.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,5.0,2.0,,,Mexico,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.8,1.3333333333333333,3.0,3.0,3.3333333333333335,1.0,1.8888888888888888,3.0,1.0,1.0
P059,40.0,4.0,,2.0,,Latines,Mexicana,1.0,2.0,0.322,8.0,1.0,,6.0,,13 years,1.0,2,0.5,3.0,2.0,,,,,4.0,,,,,2.0,,,3.0,3.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.2,1.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,,,Mexico,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.1,1.6666666666666667,3.0,3.0,3.0,1.3333333333333333,2.0,2.6,1.0,1.0
P060,57.0,4.0,,2.0,,Meztizo,Mestizos,1.0,2.0,0.322,6.0,3.0,,6.0,,32 years,1.0,3,0.5,0.0,2.0,,,,,5.0,,,,,2.0,,,5.0,3.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.8,1.0,1.0,1.0,4.0,5.0,2.0,3.0,2.0,1.0,2.0,5.0,4.0,4.0,4.0,2.0,2.0,,,Mexico,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,3.9,1.0,2.0,1.0,1.6666666666666667,2.0,1.5555555555555556,3.8,1.0,1.0
P151,30.0,5.0,,2.0,,NA,Hombre,1.0,2.0,0.322,7.0,1.0,,3.0,,1año,1.0,2,0.3,3.0,1.0,,,,,3.0,,,,,2.0,Catholic,Catolica,3.0,3.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.4,2.0,3.0,1.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,4.0,2.0,5.0,5.0,5.0,1.0,3 years ago,Hase tees,Mexico,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.8,2.0,2.0,2.0,2.0,2.0,2.0,4.2,1.0,1.0
P056,31.0,4.0,,2.0,,Latines,Mexicana,1.0,2.0,0.322,7.0,1.0,,6.0,,6 years,1.0,1,0.5,2.0,2.0,,,,,1.0,,,,,2.0,Catholic,Catolico,4.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,2.2,5.0,4.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.65,3.3333333333333335,3.0,4.0,3.3333333333333335,1.6666666666666667,2.7777777777777777,4.0,1.0,1.0
P078,47.0,4.0,Massculino,2.0,,Meztizo,mestizo,1.0,2.0,0.322,8.0,1.0,,6.0,,15,1.0,2,0.5,1.0,2.0,,,,,2.0,,,,,2.0,Catholic,catolico,3.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.6,2.3333333333333335,3.0,3.0,3.0,2.3333333333333335,2.5555555555555554,5.0,1.0,1.0
P102,56.0,4.0,,2.0,,Latines,Latino,1.0,2.0,0.322,8.0,1.0,,6.0,,35 years,1.0,3,0.5,3.0,2.0,,,,,4.0,,,,,2.0,Catholic,Catolico,2.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,5.0,2.0,,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,3.6,1.0,2.0,3.0,2.6666666666666665,5.0,2.888888888888889,4.8,1.0,1.0
P188,30.0,4.0,,2.0,,NA,Católica,1.0,2.0,0.322,6.0,1.0,,6.0,,4,1.0,1,0.7,1.0,3.0,,,,,2.0,,,,,2.0,,,4.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.75,1.0,3.0,3.0,3.3333333333333335,4.0,2.7777777777777777,2.8,1.0,1.0
P150,51.0,4.0,,2.0,,NA,Hombre,1.0,2.0,0.322,8.0,1.0,,6.0,,20,1.0,Cuatro,1.0,2.0,4.0,,,,,1.0,,,,,2.0,Catholic,Católico,1.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.2,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,2.0,2.0,2.0,,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,1.6666666666666667,3.4,1.0,1.0
P195,53.0,4.0,masculino,2.0,,White,blanco,1.0,2.0,0.322,8.0,1.0,,6.0,,25,1.0,2,0.8,2.0,4.0,,,,,1.0,,,,,2.0,Catholic,catolico,3.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,2.4,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,4.15,2.6666666666666665,4.0,3.0,3.3333333333333335,1.6666666666666667,2.5555555555555554,3.2,1.0,1.0
P043,61.0,4.0,,2.0,,Meztizo,Meztiso Latinoamerica,1.0,2.0,0.322,4.0,1.0,,6.0,,41 years,1.0,4,0.3,1.0,1.0,,,,,2.0,,,,,2.0,Catholic,Catolica,2.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,4.0,1.6666666666666667,1.0,1.0,1.3333333333333333,2.0,1.6666666666666667,5.0,1.0,1.0
P076,38.0,4.0,,2.0,,Meztizo,mestizo,1.0,2.0,0.322,8.0,1.0,,6.0,,15 years,1.0,2,0.7,0.0,3.0,,,,,5.0,Morena,Morena,,,2.0,Catholic,Catolica,3.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,3.4,3.0,3.0,3.0,5.0,5.0,5.0,2.0,5.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,1.0,2010,2010,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,4.25,3.0,1.0,1.0,2.3333333333333335,3.0,2.7777777777777777,4.4,1.0,1.0
P156,38.0,4.0,,2.0,,Latines,Hispano,1.0,2.0,0.322,8.0,1.0,,6.0,,12,1.0,2,0.2,3.0,0.0,,,,,4.0,,,,,2.0,TJ,TJ,1.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,3.4,2.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,2.0,,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.95,1.6666666666666667,1.0,1.0,1.0,1.0,1.2222222222222223,3.4,1.0,1.0
P160,57.0,4.0,,2.0,,Latines,Hispano,1.0,2.0,0.322,8.0,1.0,,9.0,,12,1.0,1,0.6,3.0,3.0,,,,,4.0,,,,,2.0,Catholic,Católica,2.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,2.0,5.0,1.0,4.0,3.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.2,1.0,1.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,4.0,2.0,,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.45,1.0,1.0,1.0,1.0,1.3333333333333333,1.1111111111111112,4.2,1.0,1.0
P665,82.0,5.0,,1.0,,White,White,4.0,6.0,0.204,8.0,4.0,,1.0,,,2.0,,0.8,4.0,4.0,1.0,,,,,,,,,2.0,Buddhist,Buddhism,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,3.6,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,3.3333333333333335,1.3333333333333333,1.8888888888888888,1.4,0.0,1.0
P666,48.0,5.0,Female,1.0,,White,White,4.0,6.0,0.204,5.0,1.0,,4.0,,5 years,1.0,2,0.6,4.0,3.0,1.0,,,,,,,,,2.0,,,4.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,4.0,2.0,5.0,2.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,3.0,3.0,2.0,4.0,1.0,4.0,2.0,2.8,3.6666666666666665,3.0,3.0,3.3333333333333335,2.6666666666666665,3.2222222222222223,3.0,0.0,1.0
P667,68.0,5.0,,1.0,,White,White,4.0,6.0,0.204,8.0,1.0,,9.0,,8,1.0,3,0.9,4.0,4.0,1.0,,,,,,,,,2.0,Christian,Christian,2.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,1.0,3.0,2.0,2.0,1.0,1.8,2.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,7.0,3.0,2.0,1.0,4.0,4.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.6,1.3333333333333333,2.0,2.0,1.6666666666666667,1.3333333333333333,1.4444444444444444,2.8,0.0,1.0
P672,57.0,5.0,,1.0,,White,White,4.0,6.0,0.204,7.0,1.0,,9.0,,No relationship,1.0,3,0.5,4.0,2.0,1.0,,,,,,,,,2.0,Protestant,Protestant,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.2,1.0,1.0,1.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.15,1.0,2.0,2.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,3.8,0.0,1.0
P674,58.0,5.0,,1.0,,White,White,4.0,6.0,0.204,8.0,1.0,,1.0,,,1.0,2,1.0,4.0,4.0,1.0,,,,,,,,,2.0,Protestant,Protestant,2.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,1.0,3.0,2.0,2.0,3.0,2.2,1.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,7.0,5.0,5.0,4.0,2.0,4.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.45,1.0,2.0,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,4.0,0.0,1.0
P676,39.0,5.0,,1.0,,White,White,4.0,6.0,0.204,7.0,1.0,,6.0,,14,1.0,2,0.5,0.0,2.0,5.0,Not very political,,,,,,,,2.0,Methodist,Methodist,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.2,2.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,7.0,5.0,4.0,3.0,3.0,3.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.45,1.3333333333333333,2.0,1.0,1.6666666666666667,1.0,1.3333333333333333,3.6,0.0,1.0
P678,55.0,5.0,,1.0,,White,White,4.0,6.0,0.204,8.0,1.0,,1.0,,,2.0,,0.7,4.0,3.0,1.0,,,,,,,,,2.0,Methodist,Methodist,5.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.8,1.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0,7.0,4.0,3.0,3.0,4.0,4.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.4,3.0,5.0,4.0,4.333333333333333,2.6666666666666665,3.3333333333333335,3.6,0.0,1.0
P684,30.0,5.0,,1.0,,White,White,4.0,6.0,0.204,7.0,3.0,,1.0,,,2.0,,0.3,4.0,1.0,1.0,,,,,,,,,2.0,Christian,Christian,4.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,4.0,3.0,3.0,7.0,5.0,5.0,5.0,4.0,4.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,2.6666666666666665,5.0,5.0,5.0,3.3333333333333335,3.6666666666666665,4.6,0.0,1.0
P689,59.0,5.0,,1.0,,White,White,4.0,6.0,0.204,6.0,1.0,,6.0,,10 years,2.0,,0.7,4.0,3.0,1.0,,,,,,,,,2.0,Christian,Christian,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,2.0,1.0,1.4,2.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,1.0,7.0,5.0,2.0,1.0,1.0,1.0,1.0,1984,1984,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.8,2.3333333333333335,4.0,1.0,3.0,1.6666666666666667,2.3333333333333335,2.0,0.0,1.0
P691,27.0,5.0,,1.0,,White,White,4.0,6.0,0.204,7.0,1.0,,6.0,,7 years,1.0,1,0.8,4.0,4.0,1.0,,,,,,,,,2.0,Christian,Christian,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,2.6,2.0,1.0,1.0,3.0,5.0,1.0,3.0,2.0,1.0,6.0,4.0,3.0,4.0,3.0,4.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.6,1.3333333333333333,3.0,1.0,1.6666666666666667,2.0,1.6666666666666667,3.6,0.0,1.0
P694,57.0,5.0,,1.0,,White,White,4.0,6.0,0.204,4.0,1.0,,3.0,,2 years,1.0,3,0.1,0.0,0.0,2.0,,,,,,,,,2.0,Catholic,Catholic,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,2.0,2.0,5.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.6,2.0,1.0,1.0,4.0,5.0,3.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,1984,1984,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,4.0,4.0,1.0,3.0,4.0,3.75,1.3333333333333333,2.0,1.0,2.0,1.6666666666666667,1.6666666666666667,3.2,0.0,1.0
P695,57.0,5.0,,1.0,,White,White,4.0,6.0,0.204,4.0,1.0,,9.0,,14 years,1.0,2,0.5,4.0,2.0,1.0,,,,,,,,,2.0,Catholic,Catholic,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.2,2.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,7.0,5.0,5.0,5.0,5.0,5.0,1.0,2005,2005,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.85,1.6666666666666667,3.0,2.0,2.3333333333333335,2.0,2.0,5.0,0.0,1.0
P696,48.0,5.0,,1.0,,White,White,4.0,6.0,0.204,8.0,1.0,,6.0,,19 years,2.0,,0.5,4.0,2.0,1.0,,,,,,,,,2.0,Catholic,Catholic,4.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,7.0,3.0,4.0,3.0,3.0,3.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.05,3.3333333333333335,4.0,4.0,3.6666666666666665,2.3333333333333335,3.111111111111111,3.2,0.0,1.0
P753,81.0,5.0,,1.0,,White,White,4.0,6.0,0.204,8.0,1.0,,9.0,,0,2.0,,0.3,0.0,1.0,2.0,,,,,,,,,2.0,Methodist,methodist,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.8,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,,,US,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.85,1.0,3.0,2.0,2.3333333333333335,1.0,1.4444444444444444,3.8,0.0,1.0
